transaction_id,date,time,amount,merchant,description,category,payment_method,bank,status
TXN202411260287,2024-11-26,08:15:35,1522.45,Haldiram's,Sweets and snacks purchase,Food,Debit Card,SBI,Success
TXN202411270256,2024-11-27,18:48:21,43560.1,Personal Loan EMI,Personal loan repayment,EMI,UPI,HDFC Bank,Success
TXN202411270402,2024-11-27,23:24:15,7712.74,1mg,Health products and medicines,Healthcare,Debit Card,SBI,Success
TXN202411280285,2024-11-28,11:28:22,18144.07,Westside,Casual wear shopping,Shopping,UPI,Bank of Baroda,Success
TXN202411280293,2024-11-28,08:19:44,6579.17,Indian Oil,Diesel refueling,Transport,Credit Card,SBI,Success
TXN202411290119,2024-11-29,23:46:55,576.81,Starbucks India,Coffee and beverages,Food,Credit Card,Bank of Baroda,Success
TXN202411290201,2024-11-29,13:34:47,36294.33,Groww,Mutual fund SIP,Investment,UPI,Bank of Baroda,Success
TXN202412010109,2024-12-01,09:53:31,1558.35,Chai Point,Tea and snacks,Food,Debit Card,SBI,Success
TXN202412010136,2024-12-01,08:11:49,1588.47,Dominos Pizza,Pizza delivery order,Food,Wallet,IDFC First,Success
TXN202412010281,2024-12-01,17:16:05,11469.39,BYJU'S,Learning app subscription,Education,UPI,SBI,Success
TXN202412010452,2024-12-01,06:10:05,2492.2,McDonald's India,Fast food restaurant,Food,Net Banking,Bank of Baroda,Success
TXN202412020390,2024-12-02,17:45:28,3116.38,Tata CLiQ,Premium shopping,Shopping,Credit Card,SBI,Success
TXN202412030116,2024-12-03,22:19:29,24300,House Rent - Landlord,Monthly house rent,Rent,Wallet,Bank of Baroda,Success
TXN202412030441,2024-12-03,10:57:38,1370,Faasos,Wraps and rolls delivery,Food,Cash,IndusInd Bank,Success
TXN202412040024,2024-12-04,21:09:12,13901.23,Co-living Space,Shared living rent,Rent,UPI,PNB,Success
TXN202412050477,2024-12-05,17:55:58,846.74,Swiggy,Food delivery order,Food,Debit Card,IndusInd Bank,Success
TXN202412130470,2024-12-13,12:36:36,1642.17,Biryani Blues,Biryani delivery order,Food,Debit Card,PNB,Success
TXN202412140210,2024-12-14,08:33:28,838.97,Spotify India,Music subscription,Entertainment,UPI,SBI,Success
TXN202412140489,2024-12-14,15:59:20,438.6,Chai Point,Tea and snacks,Food,UPI,Kotak Bank,Success
TXN202412160357,2024-12-16,09:30:04,8610,Nykaa,Beauty and skincare products,Shopping,Net Banking,Kotak Bank,Success
TXN202412160403,2024-12-16,16:35:03,220,MakeMyTrip,Travel booking,Transport,Wallet,Axis Bank,Success
TXN202412170439,2024-12-17,16:59:29,4850,Grofers,Grocery delivery order,Grocery,Cash,Bank of Baroda,Success
TXN202412180241,2024-12-18,08:32:47,14620,PharmEasy,Online medicine order,Healthcare,Cash,Axis Bank,Success
TXN202412180326,2024-12-18,15:08:11,10940.6,Bharat Petroleum,CNG refueling,Transport,Cash,IDFC First,Success
TXN202412190069,2024-12-19,11:12:13,11090,MakeMyTrip,Travel booking,Transport,Debit Card,HDFC Bank,Success
TXN202412200396,2024-12-20,13:17:25,14455.0,HP Petrol Pump,Petrol refueling,Transport,Wallet,ICICI Bank,Success
TXN202412240192,2024-12-24,09:12:01,1130.54,KFC India,Fried chicken restaurant,Food,Cash,Axis Bank,Success
TXN202412250068,2024-12-25,20:17:19,6510,Croma,Electronics purchase,Shopping,Credit Card,PNB,Success
TXN202412250413,2024-12-25,19:41:52,2352.39,Biryani Blues,Biryani delivery order,Food,UPI,SBI,Success
TXN202412260208,2024-12-26,15:44:07,9591.51,Vistara Airlines,Air India flight,Transport,Net Banking,IDFC First,Success
TXN202412260351,2024-12-26,12:17:23,2067.59,Barbeque Nation,Dining out - dinner,Food,UPI,SBI,Success
TXN202412260431,2024-12-26,22:40:53,7055.33,Flipkart,Online shopping - clothing,Shopping,UPI,Bank of Baroda,Success
TXN202412260453,2024-12-26,08:58:05,1396.5,Swiggy,Food delivery order,Food,Net Banking,PNB,Failed
TXN202412270076,2024-12-27,15:44:55,1162.38,Haldiram's,Sweets and snacks purchase,Food,Debit Card,IDFC First,Success
TXN202412270448,2024-12-27,07:10:24,24120,Meesho,Budget fashion shopping,Shopping,UPI,ICICI Bank,Success
TXN202412290273,2024-12-29,19:10:39,3740,Croma,Electronics purchase,Shopping,Credit Card,SBI,Success
TXN202412300240,2024-12-30,18:59:04,7692.14,Decathlon India,Sports equipment,Shopping,Cash,IndusInd Bank,Success
TXN202412310340,2024-12-31,07:32:36,13509.81,RedBus,Bus ticket booking,Transport,UPI,HDFC Bank,Success
